,article_id,prod_name,product_type_name,product_group_name,graphical_appearance_name,colour_group_name,garment_group_name,detail_desc,material,seasonality,occasion
494,664715002,Cable tights,Underwear Tights,Socks & Tights,Solid,Light Pink,Socks and Tights,"Tights in a soft, cable-knit cotton blend with an elasticated waist.",cotton blend,unknown,unknown
495,747432006,BETH PRICE SWETTIS,Sweater,Garment Upper body,Front print,Yellow,Jersey Fancy,"Top in soft sweatshirt fabric with a print motif, dropped shoulders, long sleeves and ribbing around the neckline, cuffs and hem. Soft brushed inside.",sweatshirt fabric,all year,casual
496,779249001,Basic rib shorts,Shorts,Garment Lower body,Solid,Light Pink,Jersey Basic,"Shorts in soft, ribbed organic cotton jersey with an elasticated waist and overlocked hems.",cotton,all year,casual
497,653221002,Amadore tee,T-shirt,Garment Upper body,Solid,Yellow,Unknown,Round-necked T-shirt in cotton jersey with a decorative seam at the top.,cotton,all year,casual
498,595311002,Kiwi top SW BIG,Bikini top,Swimwear,Solid,White,Swimwear,Fully lined bikini top with removable inserts and a concealed plastic ring at the front. Narrow adjustable shoulder straps and a metal fastening at the back.,unknown,summer,beach
499,892850001,Malva dress,Dress,Garment Full body,Solid,Dark Red,Dresses Ladies,"Sleeveless, knee-length dress in woven fabric with a collar and a V-neck opening with a concealed button at the front. Seam at the waist and a belt with metal D-rings. Unlined.",woven fabric,unknown,unknown
500,375585001,Sigge shorts,Trousers,Garment Lower body,Melange,Grey,Jersey Basic,"Shorts in sweatshirt fabric with an elasticated drawstring waist, side pockets, one back pocket and raw-edge hems.",sweatshirt fabric,all year,casual
501,510968001,Alisa Midi Skirt,Skirt,Garment Lower body,Solid,Light Turquoise,Trousers,Lace skirt with an elasticated waist. Lined.,lace,unknown,unknown
502,550384002,Valerie Lace top,Blouse,Garment Upper body,Solid,Red,Blouses,"Top in a viscose crêpe blend with lace trims. Narrow shoulder straps, V-neck at the front and short slits in the sides.",viscose crêpe blend,all year,casual
503,676283001,Caruso satchel,Bag,Accessories,Solid,Black,Accessories,"Shoulder bag in grained imitation leather with a flap with a metal fastener, narrow, detachable shoulder strap and an inner tab with press-studs. One open inner compartment and one zipped compartment. Lined. Size approx. 5x21x33 cm.",imitation leather,all year,casual
504,536656001,Elite,Blazer,Garment Upper body,Solid,Black,Dressed,"Jacket in woven fabric with a wrapover front with a concealed fastening on the inside and tab with a metal fastener at one side. Welt front pockets with a flap, a slit at the cuffs and a single back vent. Lined.",woven fabric,all year,unknown
505,595440008,Mike 2-p s/l pj BB,Pyjama set,Nightwear,Stripe,Light Green,"Under-, Nightwear",Pyjamas in soft cotton jersey. T-shirt top with a print motif. Shorts with an elasticated waist.,cotton jersey,all year,sleepwear
506,849586004,Kristin dress,Dress,Garment Full body,All over pattern,Off White,Jersey Fancy,"Calf-length dress in stretch, patterned mesh. Draped bodice with pleats at the sides, a seam at the waist and raw edges at the cuffs and hem. Jersey-lined bodice and jersey underskirt.",mesh,all year,unknown
507,743730003,Reef s/s tee,T-shirt,Garment Upper body,Front print,Dark Blue,Jersey Fancy,"T-shirt in printed cotton jersey with a round, ribbed neckline.",cotton,all year,casual
508,645699001,Finlandia Culotte,Trousers,Garment Lower body,Stripe,Blue,Trousers,"Striped, 3/4-length trousers in a cotton and linen weave with an elasticated drawstring waist, side pockets and straight, wide legs.",cotton and linen,spring/fall,casual
509,696128001,W AERO DRESS CNY,Dress,Garment Full body,Solid,Red,Unknown,"Short dress in a crêpe weave with a stand-up collar, an opening with covered buttons at the back of the neck and long sleeves with covered buttons at the cuffs. Narrow elasticated seam at the waist and a skirt with a sewn-in wrapover and flounced trim. Unlined.",crepe,all year,unknown
510,654263005,Leyla pants,Trousers,Garment Lower body,Melange,Grey,Jersey Fancy,"Marled joggers in a soft, fine-knit viscose blend with an elasticated drawstring waist, side pockets and ribbed hems. Wide waistband for a more comfortable fit.",viscose blend,all year,casual
511,806388018,Therese tee,T-shirt,Garment Upper body,Solid,Purple,Jersey Basic,Wide T-shirt in soft cotton jersey with a ribbed neckline.,cotton jersey,all year,casual
512,658601005,TP Daniel 3-p boxer SB,Underwear bottom,Underwear,Solid,Black,"Under-, Nightwear","Boxer shorts in cotton jersey with short legs, an elasticated waist and lined front.",cotton jersey,all year,casual
513,874027001,Josh set,Shirt,Garment Upper body,All over pattern,Light Blue,Shirts,"Set with a short-sleeved shirt and pair of shorts in a cotton weave. Shirt with a collar, buttons down the front and a gently rounded hem. Shorts with an elasticated, drawstring waist, fake fly, side pockets and a back pocket.",cotton,all year,casual
514,633814002,Lilly,Dress,Garment Full body,All over pattern,Light Beige,Dresses Ladies,"Knee-length dress in a patterned weave with dropped shoulders, short flounced sleeves and a detachable tie belt at the waist. Concealed zip and  a hook-and-eye fastener at the back, wide skirt with a sewn-in wrapover and decorative flounce and a seam and wide flounce at the hem. Unlined.",unknown,unknown,unknown
515,737598001,CE Opal dress,Dress,Garment Full body,Solid,Light Red,Special Offers,"CONSCIOUS EXCLUSIVE. Maxi dress in crinkled chiffon and recycled polyester with a deep V-neck at the front and a halterneck that fastens with long, wide ties at the back. Concealed zip in one side, asymmetric seams at the waist and a wide, heavily draping voluminous skirt. The skirt has vertical flounces for width and movement, a high slit at the front and a seam and wide flounce at the hem. Recycled polyester lining.",crinkled chiffon and recycled polyester,spring/fall,party
516,575156013,FREJA 3-PACK,T-shirt,Garment Upper body,Solid,Dark Blue,Jersey Basic,Long-sleeved tops in soft organic cotton jersey.,organic cotton jersey,all year,casual
517,824646001,JIMMY SHORTS,Shorts,Garment Lower body,All over pattern,Grey,Jersey Fancy,"Shorts in soft cotton jersey with an elasticated, drawstring waist and side pockets.",cotton jersey,all year,casual
518,684021084,Wow printed tee 6.99,T-shirt,Garment Upper body,Placement print,Light Grey,Jersey Fancy,T-shirt in soft cotton jersey with a round neckline and a print motif.,cotton,all year,casual
519,740512002,JANET blanket scarf,Scarf,Accessories,Check,Dark Grey,Accessories,Large scarf in a soft weave with fringes on the short sides.,soft weave,all year,casual
520,602673025,BIGGIE bomber,Jacket,Garment Upper body,Solid,Dark Grey,Outdoor,"Bomber jacket in woven fabric with a ribbed stand-up collar and zip down the front. Zipped chest pocket, pockets in the side seams, an inner pocket with a press-stud, and ribbing at the cuffs and hem. Lined.",woven fabric,fall/winter,casual
521,859743006,Coachella brazilian 2p,Underwear bottom,Underwear,Solid,Light Pink,"Under-, Nightwear","Brazilian briefs in lace with a V-shaped, mid waist, lined gusset and high cut at the back.",lace,all year,unknown
522,608013008,Moto ISW19,Dress,Garment Full body,Solid,Light Yellow,Dresses Ladies,"Long bandeau dress in an airy weave with draping and a silicone trim at the top and support panels in the bodice. Detachable, adjustable shoulder straps and a concealed zip at the back. Lined.",airy weave,summer,party
523,930285001,Chip Sweater 14.99:-,Sweater,Garment Upper body,Placement print,Grey,Jersey Fancy,"Long-sleeved top in soft cotton sweatshirt fabric with a text print front and back and ribbing around the neckline, cuffs and hem. Soft brushed inside.",cotton,spring/fall,casual
524,672759001,PLUS SKINNY LINED,Trousers,Garment Lower body,Denim,Blue,Trousers Denim,"5-pocket slim-fit jeans in stretch denim with an adjustable, elasticated waist, zip fly and button, and narrow hems. Soft jersey lining for extra warmth.",denim,all year,casual
525,746300013,EAGLE JOGGER,Trousers,Garment Lower body,Treatment,Dark Grey,Jersey Fancy,"Joggers in washed sweatshirt fabric with an elasticated, drawstring waist, zipped side pockets and tapered legs with decorative stitching at the knees and ribbed hems.",sweatshirt fabric,spring/fall,casual
526,762261003,Pablo sweatshirt,Sweater,Garment Upper body,Placement print,Light Pink,Jersey Fancy,"Long-sleeved top in soft sweatshirt fabric with a text motif, dropped shoulders and ribbing around the neckline, cuffs and hem. Soft brushed inside.",sweatshirt fabric,all year,casual
527,854988001,MC Pete plisse dress,Dress,Garment Full body,Solid,Green,Jersey Fancy,"Sleeveless, knee-length dress in pleated jersey with a sheen. Round neckline with a V-shaped opening and decorative bar-shaped bead at the back, an elasticated seam and detachable tie belt at the waist, and a laser-cut hem. Unlined.",jersey,unknown,unknown
528,798303005,SW Milton UV set,Swimsuit,Swimwear,All over pattern,Light Blue,Accessories,Swim trousers and top in UV-protective fabric. Top with long raglan sleeves and a small collar. Trousers with an elasticated drawstring waist and lined front. UPF 50.,UV-protective fabric,summer,swimming
529,852257004,New York fancy crew,Sweater,Garment Upper body,Sequin,Off White,Jersey Fancy,"Top in sweatshirt fabric made from a cotton blend with a decoration on the front. Dropped shoulders, long sleeves and ribbing around the neckline, cuffs and hem. Slightly longer at the back.",cotton blend,unknown,casual
530,729006002,PQ Micaela Waistbelt,Belt,Accessories,Solid,Black,Accessories,Waist belt with a metal buckle. The belt narrows at the ends. Width 2-4 cm.,unknown,unknown,unknown
531,429313006,Charlotte SP Andes,Bra,Underwear,Solid,Dark Red,"Under-, Nightwear","Super push-up lace bra with underwired, thickly padded cups to maximise the bust and create a fuller cleavage. Narrow, adjustable shoulder straps and a narrow fastening at the back with two pairs of hooks and eyes.",lace,all year,unknown
532,617133007,Mila knitted top,Sweater,Garment Upper body,Solid,Red,Knitwear,"Fitted jumper in an airy rib knit with a collar, frill-trimmed button placket and short, frill-trimmed sleeves.",rib knit,fall/winter,casual
533,627214001,NICOLE SWEATER,Sweater,Garment Upper body,Melange,Grey,Knitwear,"Cable-knit jumper in lightweight cotton with ribbing around the neckline, cuffs and hem.",cotton,fall/winter,casual
534,522803001,Fox padded idro,Bra,Underwear,Solid,Black,"Under-, Nightwear","Underwired lace bra with moulded, lightly padded cups that shape the bust and provide good support. Narrow, adjustable shoulder straps and a hook-and-eye fastening at the back.",lace,all year,unknown
535,624070004,JOLLY,Sweater,Garment Upper body,Sequin,Dark Blue,Knitwear,"Knitted jumper with a motif on the front, long sleeves and ribbing around the neckline, cuffs and hem.",knitted,fall/winter,party
536,462435035,6P Tanktop Body,Bodysuit,Garment Upper body,Solid,Dark Red,Jersey Basic,Sleeveless bodysuits in soft organic cotton jersey with press-studs at the crotch.,organic cotton jersey,all year,casual
537,695544002,Pluto slacks RW,Trousers,Garment Lower body,Solid,Greenish Khaki,Trousers,"Ankle-length cigarette trousers in stretch satin made from a cotton blend with a zip fly, concealed hook-and-eye fasteners and a regular waist with concealed elastication. Side pockets, fake welt back pockets and tapered legs with creases.",stretch satin made from a cotton blend,unknown,casual
538,787049001,Scar Coat,Jacket,Garment Upper body,Solid,Greenish Khaki,Outdoor,"Double-breasted coat in soft, felted fabric containing some wool with notch lapels and flap front pockets. Long sleeves with decorative buttons at the cuffs and a single, high-cut back vent. Lined.",wool,fall/winter,casual
539,871977001,Pool sweater,Sweater,Garment Upper body,Melange,Grey,Knitwear,"Jumper in a soft, rib knit with a collar, zip at the top and short sleeves.",rib knit,all year,casual
540,827349001,CS December,Dress,Garment Full body,Sequin,Black,Dresses Ladies,"Short dress in airy chiffon with sequined embroidery, a V-neck at the back and 3/4-length sleeves. Seam at the waist and a concealed zip at the back. Lined.",chiffon,unknown,party
541,657644001,MC Johanna,Trousers,Garment Lower body,Solid,Black,Trousers,"Trousers in slightly stretchy, sturdy satin with an elasticated waist, zip and concealed hook-and-eye fastening. Tapered legs with decorative seams and a slit at the hems.",satin,all year,casual or formal
542,512631001,OL DALLAS PQ,Boots,Shoes,Solid,Black,Shoes,"Leather ankle boots with a decorative welt seam round the soles, lacing at the front and a visible zip at the back. Fabric linings and insoles and chunky rubber soles. Heel 11 cm.",leather,fall/winter,unknown
543,851927001,Sienna l/s dress,Dress,Garment Full body,Stripe,Dark Blue,Jersey Fancy,"Long-sleeved dress in sturdy jersey made from a cotton blend with a round neckline and zip at the back. Side pockets and a seam at the waist with a detachable, braided belt in imitation suede.",cotton blend,unknown,casual
544,583425001,Robin 3pk Anchor,Underwear bottom,Underwear,All over pattern,Dark Blue,"Under-, Nightwear","Trunks in stretch cotton jersey with flatlock seams, short legs, an elasticated waist and lined front.",cotton jersey,all year,unknown
545,858288001,Masie cardigan,Cardigan,Garment Upper body,Melange,Light Grey,Knitwear,"Cardigan in soft, fine-knit cotton with a textured-knit pattern, buttons down the front and ribbing around the neckline, opening, cuffs and hem.",cotton,spring/fall,casual
546,773720002,Premium LIA silk shirt,Shirt,Garment Upper body,Solid,Off White,Unknown,"Shirt in softly draping silk crêpe with a collar, concealed buttons down the front and a yoke with a pleat at the back. Buttoned cuffs and a rounded hem. Longer at the back.",silk,all year,casual
547,743483004,Nicolaus,Dress,Garment Full body,Solid,Black,Dresses Ladies,"Short, V-neck dress in an airy, crinkled weave with a flounce-trimmed neckline, short butterfly sleeves and an elasticated seam at the waist. Lined.",crinkled weave,all year,unknown
548,749806001,Scarf Keychain,Other accessories,Accessories,All over pattern,Red,Accessories,Handbag accessory in the shape of a tied scarf in a patterned weave with a metal keyring and carabiner hook. Length approx. 34 cm.,unknown,unknown,unknown
549,555487003,Mandarine Lang!,Shirt,Garment Upper body,Solid,White,Unknown,"Shirt in premium cotton with a grandad collar, classic front and chest pocket. Long sleeves with buttoned cuffs, and a rounded hem. Slim fit with narrow shoulders and a tapered waist for a fitted silhouette.",cotton,all year,casual
550,790304003,NICK jogger,Trousers,Garment Lower body,Colour blocking,Dark Green,Jersey Fancy,"Slim-fit joggers in lightweight sweatshirt fabric made from a cotton blend. Elasticated drawstring waist, pockets in the side seams, a back pocket and tapered legs with ribbed hems. Soft brushed inside.",cotton blend,unknown,casual
551,552904002,Solar AOP,Jacket,Garment Upper body,All over pattern,Black,Outdoor,"Short kimono in woven fabric with dropped shoulders, wide 3/4-length sleeves and slits in the sides. No fasteners.",woven fabric,unknown,unknown
552,689014007,Brooklyn cargo trousers TP,Trousers,Garment Lower body,Solid,Dark Blue,Trousers,"Cargo trousers in stretch cotton twill with an elasticated drawstring waist and fake fly. Side pockets, flap leg pockets with a hook and loop fastening and fake back pockets. Tapered legs with shaping seams at the knees and ribbed hems.",cotton twill,all year,casual
553,682253001,STELLA SCARF,Scarf,Accessories,Solid,Black,Accessories,Scarf in a soft jacquard weave with fringes on the short sides. Size 68x180 cm.,jacquard,all year,unknown
554,863946001,Briony dress,Dress,Garment Full body,Solid,Black,Dresses Ladies,"Calf-length dress in a cotton weave with broderie anglaise on the front of the bodice and down the sleeves. Round neckline, a small opening with a button at the back of the neck and short puff sleeves with smocking and a narrow frill trim at the hems. Seam with a small frill trim at the waist, and gathered tiers on the skirt for added width. Slightly longer at the back. Unlined.",cotton,spring/fall,casual
555,551045062,Printed Hood 24.99,Hoodie,Garment Upper body,Front print,Dark Blue,Jersey Fancy,"Long-sleeved top in sweatshirt fabric with a lined drawstring hood, kangaroo pocket and ribbing at the cuffs and hem. Brushed inside.",sweatshirt fabric,all year,casual
556,796567002,MAY top,T-shirt,Garment Upper body,Application/3D,Light Pink,Jersey Fancy,A-line top in soft slub cotton jersey with a narrow trim around the neckline and sewn-on chiffon bow at the top. Short puff sleeves with elastication and a small frill trim.,cotton jersey,spring/fall,casual
557,617119002,LILLY BG beanie SPEED,Hat/beanie,Accessories,Solid,Black,Accessories,"Hat in a soft, fine knit with faux fur pompoms at the top and embroidery on the turned-up hem.",fine knit,fall/winter,casual
558,658748001,Tyson jogger,Trousers,Garment Lower body,Solid,Greenish Khaki,Trousers,"Joggers in stretch cotton twill with an elasticated drawstring waist, side pockets, a fake back pocket and flap leg pockets with a hook and loop fastening. Tapered legs with decorative seams and elasticated hems.",cotton twill,all year,casual
559,699570003,Samantha padded abeline(1),Bra,Underwear,Solid,White,"Under-, Nightwear","Soft, non-wired bra in microfibre and lace with lightly padded triangular cups that give the bust a natural shape and provide light support. Narrow adjustable shoulder straps and a hook-and-eye fastening at the back.",microfibre and lace,unknown,unknown
560,816736001,X-mas sock 3-p,Socks,Socks & Tights,All over pattern,Red,Socks and Tights,"Socks in a soft, jacquard-knit cotton blend with elasticated tops.",cotton blend,all year,casual
561,696178018,JENS PIQUE TOP PRODUCT,Polo shirt,Garment Upper body,Solid,Light Red,Jersey Fancy,"Short-sleeved polo shirt in cotton piqué with a collar, button placket and small embroidery detail on the chest. Straight-cut hem with short slits in the sides. Slightly longer at the back.",cotton,all year,casual
562,651327002,BURN OUT TEE,T-shirt,Garment Upper body,All over pattern,Light Pink,Jersey Fancy,Jersey T-shirt in a cotton blend with a burnout pattern.,cotton blend,unknown,unknown
563,914672001,Flirty Himla necklace(1),Necklace,Accessories,Solid,Gold,Accessories,"Two-strand necklace in metal chains of various designs, one with leaf-shaped pendants and the other with a round, hammered pendant. Adjustable length.",metal,all year,unknown
564,532954002,Small thin hoops,Earring,Accessories,Solid,Gold,Accessories,Thin metal hoop earrings. Diameter 6 cm.,gold,all year,unknown
565,552826025,Beetle beanie,Hat/beanie,Accessories,Stripe,Light Pink,Accessories,Double-layered hat in a soft rib knit with a sewn-in turn-up at the hem with a small fabric appliqué on the front.,rib knit,fall/winter,casual
566,533388007,Dean Tech Tee,Top,Garment Upper body,Solid,Dark Blue,Jersey Fancy,"Running top in fast-drying, breathable functional fabric with short raglan sleeves, hole-patterned sections at the sides and reflective details.","fast-drying, breathable functional fabric",unknown,running
567,735751004,Milan Fringe,Jacket,Garment Upper body,Solid,Dark Pink,Outdoor,Long-sleeved cardigan in a fine knit with fringing. No fasteners.,fine knit,all year,casual
568,453309008,SB JAKE basic board shorts,Swimwear bottom,Swimwear,Stripe,Orange,Swimwear,Swim shorts with an elasticated drawstring waist. Soft mesh inner shorts.,unknown,summer,swimming
569,906183001,DIV+ Pamela HW,Trousers,Garment Lower body,Denim,Blue,Unknown,"Ankle-length jeans in washed cotton denim. High, elasticated paper bag waist with a small frill trim, two buttons, a zip fly, side and back pockets, and tapered legs.",denim,all year,casual
570,630823001,OLIVE LINEN TEE,T-shirt,Garment Upper body,Solid,Black,Jersey Fancy,Round-necked T-shirt in airy linen jersey.,linen,spring/fall,casual
571,785364002,Pearl stockings,Underwear Tights,Socks & Tights,All over pattern,Beige,"Under-, Nightwear",Tights with an elasticated waist.,unknown,unknown,unknown
572,258650001,Berlin boot,Boots,Shoes,Solid,Black,Shoes,"Ankle boots in imitation suede with elastic gores in the sides, fabric linings and insoles and rubber soles. Heel 6.5 cm.",imitation suede,fall/winter,unknown
573,909320002,Key chelsea boot,Boots,Shoes,Solid,Black,Shoes,Chelsea boots with elastic gores in the sides and chunky soles. Linings in satin made from recycled polyester and insoles in imitation leather. Heel 5.5 cm.,unknown,unknown,unknown
574,870328002,Rooney Dress,Dress,Garment Full body,Solid,Dark Green,Dresses Ladies,"Short dress in airy, crinkled plumeti chiffon. Wide neckline with a small opening and drawstring at the front, and long sleeves with a flounced trim at the cuffs. Narrow, elasticated seam at the waist and a seam with a wide flounce at the hem. Jersey lining.",chiffon,spring/fall,party
575,708729006,EQ TERRIER TEE,T-shirt,Garment Upper body,Placement print,White,Unknown,"Short, wide T-shirt in soft cotton jersey. Short sleeves with sewn-in turn-ups.",cotton,all year,casual
576,714343003,ELLINOR NG,Night gown,Nightwear,All over pattern,White,"Under-, Nightwear","Nightdress in soft, patterned cotton jersey with short, elasticated raglan sleeves and an elasticated neckline.",cotton,all year,night
577,691548001,Gold digger sequin dress,Dress,Garment Full body,Sequin,Black,Dresses Ladies,"Knee-length, fitted dress in sequin-embroidered lace with a round neckline and open section at the back with a button at the back of the neck. Long sleeves and a scalloped edge at the cuffs and hem. Jersey lining.",lace,all year,party
578,898300002,3PCS hood set,Garment Set,Garment Full body,Solid,Dark Blue,Jersey Basic,"Set with a zip-through hoodie, top and joggers in soft, organic cotton. Long-sleeved, zip-through hoodie in sweatshirt fabric with a jersey-lined hood, zip with a chin guard and ribbing at the cuffs and hem. Soft brushed inside. Long-sleeved top in jersey with narrow ribbing around the neckline. Joggers in sweatshirt fabric with a ribbed, drawstring waist and ribbed hems. Soft brushed inside.",organic cotton,unknown,casual
579,520175004,5-p Cecilia shaftless,Socks,Socks & Tights,Other pattern,Light Turquoise,Socks and Tights,"Trainer socks in a soft, fine-knit cotton blend.",cotton blend,all year,unknown
580,544254002,NEVADA,Sweater,Garment Upper body,All over pattern,Black,Jersey Fancy,"Jumper in a soft, jacquard-knit cotton blend with long sleeves and ribbing around the neckline, cuffs and hem.",cotton blend,fall/winter,casual
581,487052001,7-pack WEEKDAY anklesock SB,Socks,Socks & Tights,Placement print,Dark Blue,Socks and Tights,Fine-knit ankle socks in a cotton blend with wide elastication at the top.,cotton blend,all year,casual
582,635450002,Lazette straw bag,Bag,Accessories,Solid,Light Beige,Accessories,Braided straw bag with two handles at the top and an inner compartment with a press-stud. Lined. Size 32x21x25 cm.,braided straw,all year,casual
583,721225001,Flirty Santa Studpack,Earring,Accessories,Solid,Red,Accessories,Metal earrings in different designs. Length approx. 4 cm.,metal,all year,unknown
584,477515014,Emma 3-p terry SG,Socks,Socks & Tights,Other pattern,Dark Red,Socks and Tights,Jacquard-knit socks in a soft cotton blend with terry inside.,cotton blend,all year,unknown
585,856806001,Lychee emb ang,Dress,Garment Full body,Solid,White,Dresses Ladies,"Short dress in a cotton weave with broderie anglaise. Sweetheart neckline with narrow elastication at the back, and covered buttons down the front. Short puff sleeves with covered elastication around the shoulders and hems. Concealed zip in one side, a seam at the waist that is elasticated at the back, and a gently flared skirt with a wide flounce at the hem. Partly lined.",cotton,spring/fall,casual
586,745869001,Johnston jacquard slim blz,Blazer,Garment Upper body,Jacquard,Dark Blue,Dressed,"Single-breasted jacket in a jacquard weave with a slight sheen. Peak lapels, a chest pocket, welt front pockets with a flap and three inner pockets, one with a button. Fastening with one covered button at the front, decorative buttons at the cuffs and a single back vent. Lined. Slim fit that tapers at the chest and waist which, combined with slightly narrower sleeves, creates a fitted silhouette.",jacquard,all year,formal
587,554056002,TYRA HOOD EMBR,Hoodie,Garment Upper body,Embroidery,Grey,Jersey Fancy,"Wide hooded top in sweatshirt fabric with embroidered appliqués and a drawstring at the top. Low dropped shoulders, long sleeves with sewn-in turn-ups, and a raw-edge hem. Soft brushed inside.",sweatshirt fabric,all year,casual
588,620076004,ROSA 4.99,T-shirt,Garment Upper body,Solid,Other Pink,Jersey Basic,Top in organic cotton jersey with narrow elastication around the neckline and short raglan sleeves.,organic cotton jersey,unknown,unknown
589,691683001,TOBI LOW PJ SET,Pyjama set,Nightwear,Solid,Dark Red,"Under-, Nightwear","Pyjamas with a T-shirt and shorts. T-shirt in cotton jersey. Shorts in jersey made from a viscose and cotton blend with an elasticated waist, fake fly and side pockets.",cotton jersey,all year,sleepwear
590,804507002,Johan basic sneakers CNY,Sneakers,Shoes,Solid,Light Orange,Shoes,Trainers in imitation leather with a hook and loop fastening at the front. Fabric linings and insoles and patterned rubber soles.,imitation leather,all year,casual
591,798548002,Pringle body,Bodysuit,Garment Upper body,Solid,White,Jersey Fancy,"Fitted body in ribbed jersey with a square neckline, short sleeves and press-studs at the crotch.",ribbed jersey,all year,casual
592,663463002,Ace Shorts,Shorts,Garment Lower body,Solid,Black,Jersey Fancy,"Shorts in sweatshirt fabric with striped ribbing and a drawstring at the waist, side pockets and a zipped back pocket.",sweatshirt fabric,all year,casual
593,559482011,Fia 2-p kneehigh BG,Socks,Socks & Tights,Other pattern,Grey,Socks and Tights,Fine-knit socks in a soft cotton blend with a shaft that finishes at the knee.,cotton blend,unknown,unknown
594,611569008,North blouse,Blouse,Garment Upper body,Solid,Black,Blouses,"Blouse in an airy weave with a stand-up collar, zip at the back and long, wide sleeves with wide, buttoned cuffs.",airy weave,unknown,unknown
595,816832004,carly v-neck,Sweater,Garment Upper body,Solid,Dark Beige,"Under-, Nightwear","Jumper in a soft, fine, airy knit with a V-neck and long raglan sleeves. Ribbing around the neckline, cuffs and hem, and short slits in the sides. Slightly longer at the back.",knit,fall/winter,casual
596,696972001,2-PACK Jane 3/4 legg,Leggings/Tights,Garment Lower body,All over pattern,White,Jersey Fancy,3/4-length leggings in soft cotton jersey with an elasticated waist.,cotton,all year,unknown
597,605978001,Lucky Bralette,Bra,Underwear,Solid,Black,"Under-, Nightwear","Bralette in ribbed jersey with a decorative tie and underwired, mesh-lined cups that give the bust a natural shape and provide light support. Narrow adjustable shoulder straps and a wide hook-and-eye fastening at the back.",ribbed jersey,all year,unknown
598,544627006,Shake,Skirt,Garment Lower body,Jacquard,Dark Blue,Skirts,"Short, high-waisted skirt in a textured weave with pleats at the top, a zip at the back and side pockets.",jacquard,unknown,unknown
599,739393002,Sunglasses Gio,Sunglasses,Accessories,Metallic,Silver,Accessories,"Sunglasses with metal and plastic frames and UV-protective, tinted lenses.",metal and plastic,all year,unknown
600,428071011,Ophelia L/S,Top,Garment Upper body,Melange,Black,Jersey Basic,Fitted off-the-shoulder top in ribbed jersey with elastication around the top and long sleeves.,jersey,all year,casual
601,550744004,Blanca frill,Sweater,Garment Upper body,Melange,Light Pink,Knitwear,"Jumper in a soft, fine-knit viscose blend with frills on the sleeves.",viscose blend,spring/fall,casual
602,593457002,Rhianna sandal BG,Sandals,Shoes,Solid,Yellowish Brown,Shoes,"Imitation suede sandals with braiding at the top, an adjustable ankle strap with a hook and loop fastener, and a loop at the back. Imitation leather insoles and rubber soles.",imitation suede,all year,casual
603,566799005,Shaftless solid 5p,Socks,Socks & Tights,Solid,Dark Blue,Socks and Tights,Fine-knit trainer socks in a soft cotton blend.,cotton blend,all year,casual
604,882034001,Carlito Sneaker,Sneakers,Shoes,Solid,White,Shoes,"Trainers in imitation leather with lacing at the front and a glittery, lightly padded edge at the back. Imitation leather linings and insoles and fluted soles.",imitation leather,all year,casual
605,707261001,GLOVE SKI FANCY,Gloves,Accessories,All over pattern,Black,Accessories,"Ski gloves in windproof, water-repellent, functional fabric with rubber palm sections and reflective details. Adjustable tabs, elastication and ribbing at the top. Thinsulate™ lining. The gloves have a water-repellent coating without fluorocarbons.",functional fabric,fall/winter,skiing
606,774552009,PQ GRACE SILK MIX TANK,Sweater,Garment Upper body,Solid,Beige,Knitwear,"Vest top in airy, ribbed jersey made from a soft silk and viscose blend with a low-cut neckline at the back.",silk and viscose blend,fall/winter,casual
607,833989001,Flirty Supper hoop pk,Earring,Accessories,Solid,Gold,Accessories,Metal hoop earrings in various sizes and designs. Length from 1 cm to 3.5 cm.,metal,unknown,unknown
608,893351001,JORDAN F&F DRESS,Dress,Garment Full body,All over pattern,White,Dresses Ladies,"Short, sleeveless dress in sturdy, slightly crinkled jersey. Straight cut at the top with a small frill trim, gentle draping over the bust and narrow shoulder straps with a bow. Lined bust. The polyester content of the dress is partly recycled.",polyester,all year,casual
609,809521003,Milla sockboot,Boots,Shoes,Solid,Light Beige,Shoes,Sock boots in imitation suede with a soft elasticated shaft and covered heels. Imitation leather insoles. Heel 8 cm.,imitation suede,all year,unknown
610,752551001,Karli Straw Hat,Hat/brim,Accessories,Solid,Yellowish Brown,Accessories,Hat in braided paper straw with a wide fabric band. Width of brim 8.5 cm.,paper straw,summer,casual
611,825109006,Tapered Premiumprice(1),Trousers,Garment Lower body,Denim,Blue,Trousers Denim,"5-pocket jeans in washed, stretch denim with a regular waist, zip fly and button, and tapered legs. The jeans are made partly from recycled cotton.",denim,all year,casual
612,728826004,ES DETROIT CALISTA jumper,Sweater,Garment Upper body,Solid,Pink,Knitwear,"Long-sleeved jumper in a fine-knit viscose blend with a round neckline, sewn-on decorative bow at the top and ribbing around the neckline, cuffs and hem.",viscose blend,fall/winter,casual
613,611768001,Zlatan V5,Jacket,Garment Upper body,Solid,Dark Blue,Outdoor,,unknown,unknown,unknown
614,737060001,Disco,Sweater,Garment Upper body,Solid,Dark Beige,Knitwear,"Jumper in a soft, fine knit containing some wool with a polo neck, dropped shoulders, long sleeves and a straight hem with slits in the sides. Slightly longer at the back. The jumper is made partly from recycled polyester.",wool and recycled polyester,fall/winter,casual
